model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
phi4-mini:3.8b,happiness_record,question_7,What is the generiosity score of Singapore in 2022?,0.0526,20.2297,20.2823,0.0,95.4026,4.7,10.6003,2025-11-27 02:22:55
phi4-mini:3.8b,happiness_record,question_8,What is the Perceptions Of Corruption of Ecuador in 2008?,0.0607,335.5423,335.603,0.0,1610.9404,4.8,178.9934,2025-11-27 02:28:31
phi4-mini:3.8b,happiness_record,question_9,What is the negative affect of Japan in 2022?,0.0597,33.6112,33.6709,0.0,160.402,4.76,17.8225,2025-11-27 02:29:05
qwen2.5:3b,country_income,question_1,What is the gini recalculated of Vietnam in 2015?,0.0745,10.019,10.0935,0.0,61.0718,6.05,6.7857,2025-11-27 02:29:15
qwen2.5:3b,country_income,question_10,What is the net income of each category of Vietnam in 2015?,0.0493,4.241,4.2903,0.0,18.631,4.34,2.0701,2025-11-27 02:29:19
qwen2.5:3b,country_income,question_11,What is the average of gini recalcuated score of Vietnam by year?,0.0327,15.6494,15.6821,0.0,79.691,5.08,8.8546,2025-11-27 02:29:35
qwen2.5:3b,country_income,question_12,Top 5 country that have highest gini recalulated in 2015,0.0805,15.8644,15.9449,0.0,82.4203,5.17,9.1578,2025-11-27 02:29:52
qwen2.5:3b,country_income,question_13,Top 5 country of which d1 category has highest net income in 2015,0.0743,5.9369,6.0112,0.0,26.3364,4.38,2.9263,2025-11-27 02:29:58
qwen2.5:3b,country_income,question_14,How many countries have gini recalculated lower than the world average in 2015?,0.0633,2.3956,2.4589,0.0,11.9798,4.87,1.3311,2025-11-27 02:30:00
qwen2.5:3b,country_income,question_15,What is the average of d10 net income of Vietnam over years?,0.0515,3.836,3.8875,0.0,23.2761,5.99,2.5863,2025-11-27 02:30:05
qwen2.5:3b,country_income,question_16,What is the total net income of d5 to d9 groups of Vietnam in 2015?,0.0605,4.2876,4.3481,0.0,19.6319,4.52,2.1813,2025-11-27 02:30:09
qwen2.5:3b,country_income,question_17,What is the average gini recalculated score of top 5 countries having highest population in 2015?,0.0305,13.551,13.5815,0.0,70.0988,5.16,7.7888,2025-11-27 02:30:23
qwen2.5:3b,country_income,question_18,Calculate the average gini of countries by region ID in 2015,0.0473,45.6079,45.6552,0.0,211.9288,4.64,23.5476,2025-11-27 02:31:09
qwen2.5:3b,country_income,question_19,What is the growth rate of gini recalculated of Vietnam for each year?,0.0787,5.0017,5.0804,0.0,22.6371,4.46,2.5153,2025-11-27 02:31:14
qwen2.5:3b,country_income,question_2,What is the net income of d10 category of US in 2015?,0.0335,6.5519,6.5854,0.0,28.7594,4.37,3.1955,2025-11-27 02:31:21
qwen2.5:3b,country_income,question_20,The average gini recalculated of the world in 2015,0.0603,2.504,2.5643,0.0,16.5479,6.45,1.8386,2025-11-27 02:31:24
qwen2.5:3b,country_income,question_21,What is the ratio of net income of d10 to d1 group of Singapore in 2015?,0.054,3.9876,4.0416,0.0,17.9663,4.45,1.9962,2025-11-27 02:31:28
qwen2.5:3b,country_income,question_22,Vietnam released economic reformation policy named 'Doi Moi' from 1986 to 2000. Evaluate the effectiveness of the policy based on the gini score trend of the country in 2 phases: Before 1986 and after 1986,0.0298,26.8574,26.8872,0.0,135.6423,5.04,15.0714,2025-11-27 02:31:55
qwen2.5:3b,country_income,question_23,Analyze the trend of world's income inequality across region from 1967 to 2015.,0.1198,48.0851,48.2049,0.0,238.0831,4.94,26.4537,2025-11-27 02:32:43
qwen2.5:3b,country_income,question_24,Does higher gdp per capita posiviely correlated with high income inequality? Explain possible reasons,0.0555,24.9623,25.0178,0.0,120.1831,4.8,13.3536,2025-11-27 02:33:09
qwen2.5:3b,country_income,question_25,The financial crisis happened in 2008. Evaluate the income inequality before and after the event in US.,0.0705,6.6687,6.7392,0.0,35.2018,5.22,3.9113,2025-11-27 02:33:16
qwen2.5:3b,country_income,question_26,Analyze the trend of income inequality and gdp per capita of Singapore from 1970 onward.,0.0509,4.2907,4.3416,0.0,19.4992,4.49,2.1666,2025-11-27 02:33:20
qwen2.5:3b,country_income,question_27,Does population affect income inequality? Analyze gini index of China through years to explain,0.0311,16.3852,16.4163,0.0,78.1578,4.76,8.6842,2025-11-27 02:33:37
qwen2.5:3b,country_income,question_28,Comparing the gini index of China and US over years to evaluate which country has higher income inequality,0.0691,8.7022,8.7713,0.0,42.8401,4.88,4.76,2025-11-27 02:33:46
qwen2.5:3b,country_income,question_29,Which region ID has high income inequality? Explain reasons behind it,0.0433,9.9689,10.0122,0.0,46.7767,4.67,5.1974,2025-11-27 02:33:56
qwen2.5:3b,country_income,question_3,What is the net income of d1 category of Thailand in 2009?,0.0372,6.9431,6.9803,0.0,37.3683,5.35,4.152,2025-11-27 02:34:03
qwen2.5:3b,country_income,question_30,"What are the common patterns can be observed from countries with high income inequality in 2015, knowing gini greater than 0.4 is considered as high inequality",0.0427,20.3204,20.3631,0.0,92.9663,4.57,10.3296,2025-11-27 02:34:24
qwen2.5:3b,country_income,question_31,"Evaluate the net income gap between low income group d1 to d4, middle income group d5 to d9 and high income group d10 in Vietnam and propose improvement plan",0.0541,23.5717,23.6258,0.0,108.7435,4.6,12.0826,2025-11-27 02:34:48
qwen2.5:3b,country_income,question_4,What is the net income of d10 group of Singapore in 1970?,0.043,8.7303,8.7733,0.0,43.5277,4.96,4.8364,2025-11-27 02:34:57
qwen2.5:3b,country_income,question_5,What is the population of China in 2000?,0.0476,2.7242,2.7718,0.0,13.3966,4.83,1.4885,2025-11-27 02:35:00
qwen2.5:3b,country_income,question_6,What is the gdp per capita of Sweden in 2015?,0.0383,10.1386,10.1769,0.0,50.0856,4.92,5.565,2025-11-27 02:35:10
qwen2.5:3b,country_income,question_7,Distinct list of region ID,0.0628,12.0801,12.1429,0.0,59.3751,4.89,6.5973,2025-11-27 02:35:22
qwen2.5:3b,country_income,question_8,All the countries have gini recalculated greater than 0.4 in 2015,0.0328,21.0946,21.1274,0.0,96.51,4.57,10.7233,2025-11-27 02:35:44
qwen2.5:3b,country_income,question_9,"What is the gpd per capita, population and gini coefficient of Vietnam in 2010?",0.0593,3.683,3.7423,0.0,16.6968,4.46,1.8552,2025-11-27 02:35:48
qwen2.5:3b,finance_economics,question_1,"The inflation rate of November 28, 2008",0.0339,5.3411,5.375,0.0,23.9269,4.45,2.6585,2025-11-27 02:35:53
qwen2.5:3b,finance_economics,question_10,"The unemployment rate, interest rate, inflation rate, the date where Dow Jones has top trading volume",0.0287,40.5445,40.5732,0.0,188.3261,4.64,20.9252,2025-11-27 02:36:34
qwen2.5:3b,finance_economics,question_11,"Number of days which the closing price is higher than the open price of Dow Jones, S&P 500, NASDAQ",0.0466,14.3104,14.357,0.0,66.6556,4.64,7.4062,2025-11-27 02:36:49
qwen2.5:3b,finance_economics,question_12,The annual consumer spending from 2000 to 2008,0.0345,16.44,16.4745,0.0,96.8286,5.88,10.7588,2025-11-27 02:37:05
qwen2.5:3b,finance_economics,question_13,The annual growth rate of consumer confidence index from 2000 to 2008,0.0382,6.9953,7.0335,0.0,31.2804,4.45,3.4756,2025-11-27 02:37:13
qwen2.5:3b,finance_economics,question_14,Ratio of days having negative gdp growth to total days,0.0343,4.9817,5.016,0.0,27.6952,5.52,3.0773,2025-11-27 02:37:18
qwen2.5:3b,finance_economics,question_15,The average bankruptcy rate and M&A deals by year,0.033,29.5405,29.5735,0.0,137.2331,4.64,15.2481,2025-11-27 02:37:48
qwen2.5:3b,finance_economics,question_16,Number of days where the gdp growth is negative,0.0443,1.4276,1.4719,0.0,6.9932,4.75,0.777,2025-11-27 02:37:49
qwen2.5:3b,finance_economics,question_17,"Average monthly trading volume of NASDAQ, S&P 500, Dow Jones",0.0319,6.0074,6.0393,0.0,25.9574,4.3,2.8841,2025-11-27 02:37:56
qwen2.5:3b,finance_economics,question_18,Which year has the highest average consumer confidence index?,0.0304,3.2119,3.2423,0.0,14.9705,4.62,1.6634,2025-11-27 02:37:59
qwen2.5:3b,finance_economics,question_19,The annual average venture capital funding by year,0.0321,9.6002,9.6323,0.0,47.7569,4.96,5.3063,2025-11-27 02:38:09
qwen2.5:3b,finance_economics,question_2,"The open price, close price, trading volume of Feb 20, 2000",0.0295,23.3902,23.4197,0.0,106.8576,4.56,11.8731,2025-11-27 02:38:33
qwen2.5:3b,finance_economics,question_20,The ratio of government debt to consumer spending by year,0.0433,31.976,32.0193,0.0,146.131,4.56,16.2368,2025-11-27 02:39:05
qwen2.5:3b,finance_economics,question_21,Average gold price by year,0.0456,5.6868,5.7324,0.0,32.8421,5.73,3.6491,2025-11-27 02:39:11
qwen2.5:3b,finance_economics,question_22,"2008 was the year of global financial crisis. Evaluate some indicators that signaled this recession, and propose a risk mitigation strategy for stock investing",0.0346,89.0181,89.0527,0.0,409.7237,4.6,45.5248,2025-11-27 02:40:40
qwen2.5:3b,finance_economics,question_23,Does government debt effect GDP growth? Analyze the given data and recommend policymakers on how to create positive gdp growth,0.0458,24.8037,24.8495,0.0,120.4601,4.85,13.3845,2025-11-27 02:41:05
qwen2.5:3b,finance_economics,question_24,Low interest rate leads to risky money flow into stock and consumer spending. Evaluate the data to verify the accuracy of this statement. ,0.0431,13.2783,13.3214,0.0,62.3267,4.68,6.9252,2025-11-27 02:41:19
qwen2.5:3b,finance_economics,question_25,"Analyze the past performance of all the asset types, stock, commodity, real estate, forex and propose which type of asset is worth to invest in based on investors' risk apetite",0.0326,11.0304,11.063,0.0,50.4131,4.56,5.6014,2025-11-27 02:41:30
qwen2.5:3b,finance_economics,question_26,Evaluate the relationship between inflation rate and consumer spending,0.0291,22.7919,22.821,0.0,106.0107,4.65,11.779,2025-11-27 02:41:53
qwen2.5:3b,finance_economics,question_27,"Which stock indexes should investors invest in? Analyze NASDAQ, S&P 500, Dow Jones performances",0.0519,24.0868,24.1387,0.0,129.4707,5.36,14.3856,2025-11-27 02:42:17
qwen2.5:3b,finance_economics,question_28,"What is the relationship between interest rate, unemployment rate and corporate profits? Propose strategy for policymakers to promote corporate activities",0.0535,40.0829,40.1364,0.0,192.843,4.8,21.427,2025-11-27 02:42:58
qwen2.5:3b,finance_economics,question_29,"venture capital funding is private fundraising, wheras stock index activities is public fundraising. Which fundraising channel is more active in US, explain the reasons",0.0447,28.2621,28.3068,0.0,137.0697,4.84,15.2299,2025-11-27 02:43:26
qwen2.5:3b,finance_economics,question_3,"The gold price, crude oil price, real estate index of Jan 1, 2008",0.0437,4.7868,4.8305,0.0,21.6878,4.49,2.4098,2025-11-27 02:43:31
qwen2.5:3b,finance_economics,question_30,"Recommend asset classes to invest when the USD currency is appreciated, and when it is depreciated",0.0352,19.4965,19.5317,0.0,89.0393,4.56,9.8932,2025-11-27 02:43:51
qwen2.5:3b,finance_economics,question_31,"When it is best to invest in real estate in terms of interest rate environment, stock performance and unemployment context?",0.0458,60.0043,60.0501,0.0,276.2685,4.6,30.6965,2025-11-27 02:44:51
qwen2.5:3b,finance_economics,question_4,"The consumer confidence index of 24 December, 2007",0.0514,2.6724,2.7238,0.0,12.27,4.5,1.3634,2025-11-27 02:44:54
qwen2.5:3b,finance_economics,question_5,"The date, stock index on which stock index reached the highest Daily High",0.0362,2.3502,2.3864,0.0,10.6319,4.46,1.1813,2025-11-27 02:44:57
qwen2.5:3b,finance_economics,question_6,"The date, gold price, crude oil price and gdp growth where unemployment rate reached the highest",0.0377,10.0609,10.0986,0.0,56.1,5.56,6.2333,2025-11-27 02:45:07
qwen2.5:3b,finance_economics,question_7,"The date, forex US/EUR, US/JPY where gdp growth is negative",0.0348,13.408,13.4428,0.0,61.8789,4.6,6.8754,2025-11-27 02:45:21
qwen2.5:3b,finance_economics,question_8,The date where trading volumne is the largest,0.0368,1.9386,1.9754,0.0,9.6984,4.91,1.0776,2025-11-27 02:45:23
qwen2.5:3b,finance_economics,question_9,"The date, consumer confidence index, consumer spending where the bankruptcy rate is highest",0.0352,2.691,2.7262,0.0,12.0046,4.4,1.3339,2025-11-27 02:45:26
qwen2.5:3b,global_development,question_1,What is the digital readiness score of South Asia in 2020?,0.0397,1.9325,1.9722,0.0,9.6189,4.88,1.0688,2025-11-27 02:45:28
qwen2.5:3b,global_development,question_10,What is the unemployment rate of US in 2020?,0.0355,4.8307,4.8662,0.0,27.0132,5.55,3.0015,2025-11-27 02:45:33
qwen2.5:3b,global_development,question_11,To what extent has the world's GDP per capita grown between 2000 and 2020?,0.0349,9.6339,9.6688,0.0,41.8136,4.32,4.646,2025-11-27 02:45:43
qwen2.5:3b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0356,5.3354,5.371,0.0,29.1612,5.43,3.2401,2025-11-27 02:45:49
qwen2.5:3b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.0364,7.4563,7.4927,0.0,33.3142,4.45,3.7016,2025-11-27 02:45:56
qwen2.5:3b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0299,5.7097,5.7396,0.0,30.1037,5.24,3.3449,2025-11-27 02:46:02
qwen2.5:3b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.0391,2.4436,2.4827,0.0,12.6738,5.1,1.4082,2025-11-27 02:46:05
qwen2.5:3b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.034,2.0572,2.0912,0.0,9.224,4.41,1.0249,2025-11-27 02:46:07
qwen2.5:3b,global_development,question_17,Which country has the lowest global resilience score?,0.0371,1.615,1.6521,0.0,7.6658,4.64,0.8517,2025-11-27 02:46:09
qwen2.5:3b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.0316,11.0773,11.1089,0.0,55.0877,4.96,6.1208,2025-11-27 02:46:21
qwen2.5:3b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.0382,2.0724,2.1106,0.0,9.6474,4.57,1.0719,2025-11-27 02:46:23
qwen2.5:3b,global_development,question_2,Country with the highest global development resilience score in 2020,0.033,5.4048,5.4378,0.0,42.7719,7.87,4.7525,2025-11-27 02:46:29
qwen2.5:3b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0392,4.6675,4.7067,0.0,42.288,8.98,4.6986,2025-11-27 02:46:34
qwen2.5:3b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0367,7.7383,7.775,0.0,53.9346,6.94,5.9928,2025-11-27 02:46:42
qwen2.5:3b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0307,7.9325,7.9632,0.0,36.0674,4.53,4.0075,2025-11-27 02:46:50
qwen2.5:3b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.0363,41.1986,41.2349,0.0,203.0576,4.92,22.562,2025-11-27 02:47:31
qwen2.5:3b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0479,5.1929,5.2408,0.0,23.2036,4.43,2.5782,2025-11-27 02:47:37
qwen2.5:3b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.0426,17.6127,17.6553,0.0,95.3161,5.4,10.5907,2025-11-27 02:47:55
qwen2.5:3b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.0511,6.0836,6.1347,0.0,28.1638,4.59,3.1293,2025-11-27 02:48:01
qwen2.5:3b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.0369,11.2917,11.3286,0.0,54.0189,4.77,6.0021,2025-11-27 02:48:12
qwen2.5:3b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0318,5.5779,5.6097,0.0,25.3583,4.52,2.8176,2025-11-27 02:48:18
qwen2.5:3b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.0333,8.4511,8.4844,0.0,42.8156,5.05,4.7573,2025-11-27 02:48:27
qwen2.5:3b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.0372,1.9065,1.9437,0.0,9.4764,4.88,1.0529,2025-11-27 02:48:29
qwen2.5:3b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0296,15.0565,15.0861,0.0,70.6218,4.68,7.8469,2025-11-27 02:48:44
qwen2.5:3b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.0513,10.8336,10.8849,0.0,47.6182,4.37,5.291,2025-11-27 02:48:56
qwen2.5:3b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0348,1.7955,1.8303,0.0,8.2112,4.49,0.9124,2025-11-27 02:48:58
qwen2.5:3b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.0291,3.0947,3.1238,0.0,18.9297,6.06,2.1033,2025-11-27 02:49:01
qwen2.5:3b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0361,1.6378,1.6739,0.0,7.7072,4.6,0.8564,2025-11-27 02:49:03
qwen2.5:3b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0287,3.3917,3.4204,0.0,15.4247,4.51,1.7138,2025-11-27 02:49:06
qwen2.5:3b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.0307,4.4117,4.4424,0.0,19.268,4.34,2.1409,2025-11-27 02:49:11
qwen2.5:3b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0372,4.1678,4.205,0.0,24.2372,5.76,2.693,2025-11-27 02:49:16
qwen2.5:3b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0321,5.1998,5.2319,0.0,22.8702,4.37,2.5411,2025-11-27 02:49:21
qwen2.5:3b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.0332,4.5504,4.5836,0.0,22.2773,4.86,2.4753,2025-11-27 02:49:26
qwen2.5:3b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0347,6.3865,6.4212,0.0,33.6416,5.24,3.738,2025-11-27 02:49:32
qwen2.5:3b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.0317,2.5669,2.5986,0.0,11.6352,4.48,1.2928,2025-11-27 02:49:35
qwen2.5:3b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.0344,6.912,6.9464,0.0,33.3205,4.8,3.7023,2025-11-27 02:49:42
qwen2.5:3b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.0342,1.5382,1.5724,0.0,7.4969,4.77,0.833,2025-11-27 02:49:44
qwen2.5:3b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0332,3.3611,3.3943,0.0,22.051,6.5,2.4501,2025-11-27 02:49:48
qwen2.5:3b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0419,2.6552,2.6971,0.0,12.7625,4.73,1.418,2025-11-27 02:49:51
qwen2.5:3b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0316,2.2903,2.3219,0.0,10.3947,4.48,1.155,2025-11-27 02:49:53
qwen2.5:3b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0319,2.5159,2.5478,0.0,11.6994,4.59,1.2999,2025-11-27 02:49:56
qwen2.5:3b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0361,4.0117,4.0478,0.0,19.3177,4.77,2.1464,2025-11-27 02:50:00
qwen2.5:3b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.0381,5.8753,5.9134,0.0,31.7371,5.37,3.5264,2025-11-27 02:50:06
qwen2.5:3b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0278,1.8498,1.8776,0.0,8.8207,4.7,0.9801,2025-11-27 02:50:09
qwen2.5:3b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.0435,2.7752,2.8187,0.0,12.5065,4.44,1.3896,2025-11-27 02:50:12
qwen2.5:3b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.0298,13.8269,13.8567,0.0,63.7645,4.6,7.085,2025-11-27 02:50:26
qwen2.5:3b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0373,11.0205,11.0578,0.0,53.935,4.88,5.9927,2025-11-27 02:50:37
qwen2.5:3b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.0339,27.3048,27.3387,0.0,121.357,4.44,13.4841,2025-11-27 02:51:05
qwen2.5:3b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0425,14.475,14.5175,0.0,66.3411,4.57,7.3712,2025-11-27 02:51:19
qwen2.5:3b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.0357,5.1974,5.2331,0.0,27.8076,5.31,3.0898,2025-11-27 02:51:25
qwen2.5:3b,happiness_record,question_27,Evaluate for me the relationship between freedom to make choices and positive affect of Asia and North America countries. Explain the reasons.,0.0296,23.8076,23.8372,0.0,107.7903,4.52,11.9767,2025-11-27 02:51:49
qwen2.5:3b,happiness_record,question_28,What is the current movement of generiosity of Asian countries over years? Explain the reasons.,0.0443,8.8943,8.9386,0.0,44.3972,4.97,4.933,2025-11-27 02:51:58
qwen2.5:3b,happiness_record,question_29,What is the relationship of percptions of corruption and confidence in national government?,0.0394,26.7128,26.7522,0.0,121.188,4.53,13.4654,2025-11-27 02:52:25
qwen2.5:3b,happiness_record,question_3,What is the long GDP per capita of China in 2009?,0.0429,7.3883,7.4312,0.0,39.2621,5.28,4.3624,2025-11-27 02:52:33
qwen2.5:3b,happiness_record,question_30,Do high long gdp per capita countries have higher negative affects? Explain the results.,0.0366,11.5179,11.5545,0.0,67.882,5.87,7.5424,2025-11-27 02:52:44
qwen2.5:3b,happiness_record,question_31,How differences in Confidence In National Government score comparing all the regions? Evaluate the importance of governance trust on positive affects.,0.0289,25.2838,25.3127,0.0,121.5711,4.8,13.5079,2025-11-27 02:53:10
qwen2.5:3b,happiness_record,question_4,What is the social support index of Germany in 2008?,0.0571,1.7698,1.8269,0.0,8.4657,4.63,0.9406,2025-11-27 02:53:12
qwen2.5:3b,happiness_record,question_5,What is the Healthy Life Expectancy At Birth of Japan in 2020?,0.0356,2.2294,2.265,0.0,14.0059,6.18,1.5562,2025-11-27 02:53:14
qwen2.5:3b,happiness_record,question_6,What is the Freedom To Make Life Choices of Vietnam in 2018?,0.0255,9.7613,9.7868,0.0,43.2714,4.42,4.8079,2025-11-27 02:53:24
qwen2.5:3b,happiness_record,question_7,What is the generiosity score of Singapore in 2022?,0.0327,3.1116,3.1443,0.0,13.9516,4.44,1.5502,2025-11-27 02:53:28
qwen2.5:3b,happiness_record,question_8,What is the Perceptions Of Corruption of Ecuador in 2008?,0.0287,10.5277,10.5564,0.0,55.3925,5.25,6.1548,2025-11-27 02:53:39
qwen2.5:3b,happiness_record,question_9,What is the negative affect of Japan in 2022?,0.0374,2.0895,2.1269,0.0,9.7897,4.6,1.0878,2025-11-27 02:53:41
qwen3:4b,country_income,question_1,What is the gini recalculated of Vietnam in 2015?,0.0394,42.0703,42.1097,0.0,227.4208,5.4,25.269,2025-11-27 02:54:23
qwen3:4b,country_income,question_10,What is the net income of each category of Vietnam in 2015?,0.0788,23.7588,23.8376,0.0,112.6207,4.72,12.5134,2025-11-27 02:54:47
qwen3:4b,country_income,question_11,What is the average of gini recalcuated score of Vietnam by year?,0.0641,23.2899,23.354,0.0,117.2721,5.02,13.0302,2025-11-27 02:55:11
qwen3:4b,country_income,question_12,Top 5 country that have highest gini recalulated in 2015,0.0565,34.152,34.2085,0.0,161.6338,4.72,17.9593,2025-11-27 02:55:45
qwen3:4b,country_income,question_13,Top 5 country of which d1 category has highest net income in 2015,0.0605,45.0217,45.0822,0.0,216.5811,4.8,24.0646,2025-11-27 02:56:31
qwen3:4b,country_income,question_14,How many countries have gini recalculated lower than the world average in 2015?,0.0726,115.3292,115.4018,0.0,646.4793,5.6,71.831,2025-11-27 03:13:24
qwen3:4b,country_income,question_15,What is the average of d10 net income of Vietnam over years?,0.0686,24.8731,24.9417,0.0,191.5716,7.68,21.2857,2025-11-27 03:28:47
qwen3:4b,country_income,question_16,What is the total net income of d5 to d9 groups of Vietnam in 2015?,0.0716,36.1991,36.2707,0.0,232.6823,6.42,25.8536,2025-11-27 03:29:24
qwen3:4b,country_income,question_17,What is the average gini recalculated score of top 5 countries having highest population in 2015?,0.0583,62.7654,62.8237,0.0,404.734,6.44,44.9704,2025-11-27 03:45:25
qwen3:4b,country_income,question_18,Calculate the average gini of countries by region ID in 2015,0.0588,150.2551,150.3139,0.0,1178.3481,7.84,130.9276,2025-11-27 04:30:59
qwen3:4b,country_income,question_19,What is the growth rate of gini recalculated of Vietnam for each year?,0.0545,55.4846,55.5391,0.0,489.0183,8.8,54.3354,2025-11-27 04:32:03
qwen3:4b,country_income,question_2,What is the net income of d10 category of US in 2015?,0.0764,23.3736,23.45,0.0,259.986,11.09,28.8874,2025-11-27 04:32:27
qwen3:4b,country_income,question_20,The average gini recalculated of the world in 2015,0.0587,26.031,26.0897,0.0,140.9989,5.4,15.6666,2025-11-27 04:32:53
qwen3:4b,country_income,question_21,What is the ratio of net income of d10 to d1 group of Singapore in 2015?,0.0806,68.9919,69.0725,0.0,538.8911,7.8,59.8768,2025-11-27 04:51:23
qwen3:4b,country_income,question_22,Vietnam released economic reformation policy named 'Doi Moi' from 1986 to 2000. Evaluate the effectiveness of the policy based on the gini score trend of the country in 2 phases: Before 1986 and after 1986,0.0852,84.2804,84.3656,0.0,608.2745,7.21,67.586,2025-11-27 05:07:50
qwen3:4b,country_income,question_23,Analyze the trend of world's income inequality across region from 1967 to 2015.,0.1031,219.1239,219.227,0.0,1411.8842,6.44,156.8761,2025-11-27 06:00:28
qwen3:4b,country_income,question_24,Does higher gdp per capita posiviely correlated with high income inequality? Explain possible reasons,0.0739,128.3274,128.4013,0.0,888.688,6.92,98.7431,2025-11-27 06:34:16
qwen3:4b,country_income,question_25,The financial crisis happened in 2008. Evaluate the income inequality before and after the event in US.,0.074,51.1896,51.2636,0.0,330.2529,6.44,36.6948,2025-11-27 06:35:08
qwen3:4b,country_income,question_26,Analyze the trend of income inequality and gdp per capita of Singapore from 1970 onward.,0.0679,143.0247,143.0926,0.0,704.1974,4.92,78.2441,2025-11-27 06:37:31
qwen3:4b,country_income,question_27,Does population affect income inequality? Analyze gini index of China through years to explain,0.0685,128.9598,129.0283,0.0,655.6146,5.08,72.8461,2025-11-27 06:39:40
qwen3:4b,country_income,question_28,Comparing the gini index of China and US over years to evaluate which country has higher income inequality,0.0677,89.6026,89.6703,0.0,480.7412,5.36,53.4157,2025-11-27 06:41:10
qwen3:4b,country_income,question_29,Which region ID has high income inequality? Explain reasons behind it,0.0861,46.3516,46.4377,0.0,238.0227,5.13,26.447,2025-11-27 06:41:57
qwen3:4b,country_income,question_3,What is the net income of d1 category of Thailand in 2009?,0.0609,59.5016,59.5625,0.0,302.8285,5.08,33.6477,2025-11-27 06:42:57
qwen3:4b,country_income,question_30,"What are the common patterns can be observed from countries with high income inequality in 2015, knowing gini greater than 0.4 is considered as high inequality",0.0748,203.2954,203.3702,0.0,1163.5558,5.72,129.2839,2025-11-27 06:46:20
qwen3:4b,country_income,question_31,"Evaluate the net income gap between low income group d1 to d4, middle income group d5 to d9 and high income group d10 in Vietnam and propose improvement plan",0.1011,89.9107,90.0118,0.0,461.7134,5.13,51.3015,2025-11-27 06:47:50
qwen3:4b,country_income,question_4,What is the net income of d10 group of Singapore in 1970?,0.0776,33.6791,33.7567,0.0,182.4658,5.41,20.2739,2025-11-27 06:48:24
qwen3:4b,country_income,question_5,What is the population of China in 2000?,0.0552,41.5929,41.6481,0.0,230.0897,5.52,25.5655,2025-11-27 06:49:06
